"Chick_ENSEMBL","Chick_Entrezid","Human_Entrezid","Symbol","TF_Status"
"ENSGALG00000038495",421933,29841,"TAF1B","Transcription Factor"
"ENSGALG00000038502",416749,899,"CCNF","No"
"ENSGALG00000038504",373920,4281,"MID1","No"
"ENSGALG00000038506",426009,115861,"NXNL1","No"
"ENSGALG00000038512",396065,185,"AGTR1","No"
"ENSGALG00000038513",NA,NA,NA,"No"
"ENSGALG00000038515",395790,3955,"LFNG","No"
"ENSGALG00000038520",416676,57464,"STRIP2","No"
"ENSGALG00000038522",100858513,NA,NA,"No"
"ENSGALG00000038523",102466833,NA,"gga-mir-7477","No"
"ENSGALG00000038527",101749117,90668,"CARMIL3","No"
"ENSGALG00000038528",100859609,6432,"SRSF7","No"
"ENSGALG00000038529",100858410,79948,"PLPPR3","No"
"ENSGALG00000038532",NA,NA,NA,"No"
"ENSGALG00000038536",768795,83442,"SH3BGRL3","No"
"ENSGALG00000038540",419759,7704,"ZBTB32","Transcription Factor"
"ENSGALG00000038541",423023,55048,"VPS37C","No"
"ENSGALG00000038542",112530044,NA,"SNORA50C","No"
"ENSGALG00000038543",424184,90134,"KCNH7","No"
"ENSGALG00000038546",NA,NA,NA,"No"
"ENSGALG00000038549",NA,7514,"XPO1","No"
"ENSGALG00000038550",NA,307,"ANXA4","No"
"ENSGALG00000038551",NA,56946,"EMSY","No"
"ENSGALG00000038556",418040,11135,"CDC42EP1","No"
"ENSGALG00000038559",403158,925,"CD8A","No"
"ENSGALG00000038561",NA,NA,NA,"No"
"ENSGALG00000038574",NA,80022,"MYO15B","No"
"ENSGALG00000038575",NA,NA,NA,"No"
"ENSGALG00000038576",100857510,408263,"FNDC9","No"
"ENSGALG00000038579",768881,NA,NA,"No"
"ENSGALG00000038580",NA,NA,NA,"No"
"ENSGALG00000038582",770250,206358,"SLC36A1","No"
"ENSGALG00000038583",NA,NA,NA,"No"
"ENSGALG00000038584",NA,NA,NA,"No"
"ENSGALG00000038585",422622,84273,"NOA1","No"
"ENSGALG00000038589",107056877,84836,"ABHD14B","No"
"ENSGALG00000038593",NA,NA,NA,"No"
"ENSGALG00000038595",426289,5438,"POLR2I","No"
"ENSGALG00000038596",101749230,56967,"C14orf132","No"
"ENSGALG00000038598",107050474,10155,"TRIM28","No"
"ENSGALG00000038599",417989,5372,"PMM1","No"
"ENSGALG00000038601",NA,200879,"LIPH","No"
"ENSGALG00000038604",419980,5245,"PHB","Transcription Factor"
"ENSGALG00000038606",NA,80217,"CFAP43","No"
"ENSGALG00000038608",424654,51668,"HSPB11","No"
"ENSGALG00000038612",NA,1285,"COL4A3","No"
"ENSGALG00000038613",NA,NA,NA,"No"
"ENSGALG00000038614",112533095,NA,"AC092960.2","No"
"ENSGALG00000038618",107054176,3175,"ONECUT1","Transcription Factor"
"ENSGALG00000038624",100859224,118442,"GPR62","No"
"ENSGALG00000038627",426699,81545,"FBXO38","No"
"ENSGALG00000038629",395831,1943,"EFNA2","No"
"ENSGALG00000038634",378783,3815,"KIT","No"
"ENSGALG00000038635",770011,103910,"MYL12B","No"
"ENSGALG00000038636",419552,7805,"LAPTM5","No"
"ENSGALG00000038637",415339,90525,"SHF","No"
"ENSGALG00000038639",770678,60509,"AGBL5","No"
"ENSGALG00000038645",429523,11248,"NXPH3","No"
"ENSGALG00000038646",420715,10289,"EIF1B","No"
"ENSGALG00000038648",100316005,NA,"gga-mir-2130","No"
"ENSGALG00000038649",418504,29980,"DONSON","No"
"ENSGALG00000038650",NA,NA,NA,"No"
"ENSGALG00000038652",395611,NA,NA,"No"
"ENSGALG00000038657",101747780,27153,"ZNF777","Transcription Factor"
"ENSGALG00000038666",100859027,54850,"FBXL12","No"
"ENSGALG00000038667",770472,6183,"MRPS12","No"
"ENSGALG00000038668",107049730,56131,"PCDHB4","No"
"ENSGALG00000038671",422090,NA,NA,"No"
"ENSGALG00000038672",100857945,NA,NA,"No"
"ENSGALG00000038678",421055,23136,"EPB41L3","No"
"ENSGALG00000038681",769944,8115,"TCL1A","No"
"ENSGALG00000038683",NA,NA,NA,"No"
"ENSGALG00000038684",416021,60678,"EEFSEC","No"
"ENSGALG00000038688",415515,170691,"ADAMTS17","No"
"ENSGALG00000038692",776487,NA,"GR42L6","No"
"ENSGALG00000038704",420749,25948,"KBTBD2","No"
"ENSGALG00000038707",100315910,NA,"gga-mir-1604","No"
"ENSGALG00000038708",419643,9132,"KCNQ4","No"
"ENSGALG00000038710",426428,54682,"MANSC1","No"
"ENSGALG00000038714",107050898,4713,"NDUFB7","No"
"ENSGALG00000038720",NA,NA,NA,"No"
"ENSGALG00000038721",419142,84557,"MAP1LC3A","No"
"ENSGALG00000038722",423749,10580,"SORBS1","No"
"ENSGALG00000038723",427403,138716,"RPP25L","No"
"ENSGALG00000038727",NA,NA,NA,"No"
"ENSGALG00000038728",100859173,NA,NA,"No"
"ENSGALG00000038730",424743,26058,"GIGYF2","No"
"ENSGALG00000038733",420714,22906,"TRAK1","No"
"ENSGALG00000038740",414140,278,"AMY2A","No"
"ENSGALG00000038745",420178,51110,"LACTB2","No"
"ENSGALG00000038747",771841,116441,"TM4SF18","No"
"ENSGALG00000038748",419592,57035,"RSRP1","No"
"ENSGALG00000038752",100859425,55287,"TMEM40","No"
"ENSGALG00000038753",416314,51128,"SAR1B","No"
"ENSGALG00000038755",NA,NA,NA,"No"
"ENSGALG00000038757",107055400,5939,"RBMS2","No"
"ENSGALG00000038758",415629,4324,"MMP15","No"
"ENSGALG00000038760",NA,NA,NA,"No"
"ENSGALG00000038763",NA,NA,NA,"No"
"ENSGALG00000038767",428814,NA,NA,"Transcription Factor"
"ENSGALG00000038768",416445,56975,"FAM20C","No"
"ENSGALG00000038769",428684,124590,"USH1G","No"
"ENSGALG00000038771",422618,253017,"TECRL","No"
"ENSGALG00000038772",420251,25897,"RNF19A","No"
"ENSGALG00000038775",395657,10418,"SPON1","No"
"ENSGALG00000038776",424530,84144,"SYDE2","No"
"ENSGALG00000038780",419478,7799,"PRDM2","Transcription Factor"
"ENSGALG00000038782",421623,340152,"ZC3H12D","No"
"ENSGALG00000038783",772393,307,"ANXA4","No"
"ENSGALG00000038787",422933,146,"ADRA1D","No"
"ENSGALG00000038789",417293,9022,"CLIC3","No"
"ENSGALG00000038797",428138,63905,"MANBAL4","No"
"ENSGALG00000038799",NA,NA,NA,"No"
"ENSGALG00000038801",426673,506,"ATP5B","No"
"ENSGALG00000038806",NA,NA,NA,"No"
"ENSGALG00000038810",100858962,NA,NA,"No"
"ENSGALG00000038812",422105,51264,"MRPL27","No"
"ENSGALG00000038813",424164,10324,"KLHL41","No"
"ENSGALG00000038817",768830,1164,"CKS2","No"
"ENSGALG00000038820",100858219,NA,NA,"No"
"ENSGALG00000038834",417729,9863,"MAGI2","No"
"ENSGALG00000038838",421137,8439,"NSMAF","No"
"ENSGALG00000038848",395245,4488,"MSX2","Transcription Factor"
"ENSGALG00000038850",415984,65268,"WNK2","No"
"ENSGALG00000038853",422082,NA,NA,"No"
"ENSGALG00000038858",419342,55734,"ZFP64","Transcription Factor"
"ENSGALG00000038862",NA,NA,NA,"No"
"ENSGALG00000038865",415620,54496,"PRMT7","No"
"ENSGALG00000038873",NA,NA,NA,"No"
"ENSGALG00000038875",422089,11322,"TMC6","No"
"ENSGALG00000038884",396269,6345,"SRL","No"
"ENSGALG00000038885",425587,9638,"FEZ1","No"
"ENSGALG00000038896",419662,NA,NA,"Transcription Factor"
"ENSGALG00000038902",100858838,5292,"PIM1","No"
"ENSGALG00000038904",426074,10550,"ARL6IP5","No"
"ENSGALG00000038913",423160,143458,"LDLRAD3","No"
"ENSGALG00000038915",420206,1875,"E2F5","Transcription Factor"
"ENSGALG00000038918",NA,925,"CD8A","No"
"ENSGALG00000038919",419167,140679,"SLC32A1","No"
"ENSGALG00000038920",NA,NA,NA,"No"
"ENSGALG00000038923",415787,23491,"CES3","No"
"ENSGALG00000038924",423814,3416,"IDE","No"
"ENSGALG00000038926",101749138,NA,NA,"Transcription Factor"
"ENSGALG00000038930",NA,NA,NA,"No"
"ENSGALG00000038933",396246,2173,"FABP7","No"
"ENSGALG00000038935",NA,NA,NA,"No"
"ENSGALG00000038936",418721,130827,"TMEM182","No"
"ENSGALG00000038939",NA,6895,"TARBP2","No"
"ENSGALG00000038940",NA,286151,"FBXO43","No"
"ENSGALG00000038943",419844,83593,"RASSF5","No"
"ENSGALG00000038946",NA,340359,"KLHL38","No"
"ENSGALG00000038948",421168,10765,"KDM5B","No"
"ENSGALG00000038951",101750777,11186,"RASSF1","No"
"ENSGALG00000038952",417007,51537,"MTFP1","No"
"ENSGALG00000038954",416241,134353,"LSM11","No"
"ENSGALG00000038956",NA,NA,"5S_rRNA","No"
"ENSGALG00000038957",415792,8883,"NAE1","No"
"ENSGALG00000038964",424768,24146,"CLDN15","No"
"ENSGALG00000038966",NA,NA,NA,"No"
"ENSGALG00000038969",417953,NA,NA,"No"
"ENSGALG00000038971",420235,157657,"C8orf37","No"
"ENSGALG00000038972",421258,NA,NA,"No"
"ENSGALG00000038975",100857964,3904,"LAIR2","No"
"ENSGALG00000038978",420743,23333,"DPY19L1","No"
"ENSGALG00000038981",417701,158506,"CBLL1","No"
"ENSGALG00000038984",771058,656,"BMP8B","No"
"ENSGALG00000038994",101752009,11133,"KPTN","No"
"ENSGALG00000038995",396137,2893,"GRIA4","No"
"ENSGALG00000039001",421860,27145,"FILIP1","No"
"ENSGALG00000039005",771894,283953,"TMEM114","No"
"ENSGALG00000039008",776594,NA,NA,"No"
"ENSGALG00000039011",420266,1807,"DPYS","No"
"ENSGALG00000039013",100858205,2131,"EXT1","No"
"ENSGALG00000039016",NA,NA,NA,"No"
"ENSGALG00000039022",777528,5153,"PDE1B","No"
"ENSGALG00000039023",427025,25836,"NIPBL","No"
"ENSGALG00000039029",101747503,54429,"TAS2R5","No"
"ENSGALG00000039032",100858635,24147,"FJX1","No"
"ENSGALG00000039034",420980,55250,"ELP2","No"
"ENSGALG00000039037",425991,8301,"PICALM","No"
"ENSGALG00000039040",100859138,5075,"PAX1","Transcription Factor"
"ENSGALG00000039048",107052489,8427,"ZNF282","Transcription Factor"
"ENSGALG00000039051",100858368,3223,"HOXC6","Transcription Factor"
"ENSGALG00000039061",770750,29085,"PHPT1","No"
"ENSGALG00000039068",426483,51773,"RSF1","No"
"ENSGALG00000039069",112532990,NA,NA,"No"
"ENSGALG00000039071",101750157,79711,"IPO4","No"
"ENSGALG00000039072",425431,NA,NA,"No"
"ENSGALG00000039074",NA,NA,NA,"No"
"ENSGALG00000039080",395666,960,"CD44","No"
"ENSGALG00000039084",776037,2123,"EVI2A","No"
"ENSGALG00000039088",100858483,126003,"TRAPPC5","No"
"ENSGALG00000039092",428460,6769,"STAC","No"
"ENSGALG00000039097",NA,NA,NA,"No"
"ENSGALG00000039099",395983,5601,"MAPK9","No"
"ENSGALG00000039101",419147,434,"ASIP","No"
"ENSGALG00000039102",421138,9760,"TOX","No"
"ENSGALG00000039105",NA,NA,NA,"No"
"ENSGALG00000039107",NA,NA,NA,"No"
"ENSGALG00000039108",429847,55201,"MAP1S","No"
"ENSGALG00000039116",112533280,23568,"ARL2BP","No"
"ENSGALG00000039118",395588,4212,"MEIS2","Transcription Factor"
"ENSGALG00000039120",425984,23218,"NBEAL2","No"
"ENSGALG00000039121",416772,9647,"PPM1F","No"
"ENSGALG00000039124",416303,26249,"KLHL3","No"
"ENSGALG00000039125",395564,NA,"PPY","No"
"ENSGALG00000039130",421181,55633,"TBC1D22B","No"
"ENSGALG00000039134",769661,114108587,"ATF7-NPFF","Transcription Factor"
"ENSGALG00000039139",420792,64759,"TNS3","No"
"ENSGALG00000039140",100194427,929,"CD14","No"
"ENSGALG00000039141",100859441,29956,"CERS2","No"
"ENSGALG00000039145",421139,767,"CA8","No"
"ENSGALG00000039146",428457,1233,"CCR4","No"
"ENSGALG00000039151",414796,51046,"ST8SIA3Z","No"
"ENSGALG00000039152",NA,NA,"AC009951.2","No"
"ENSGALG00000039155",419176,23051,"ZHX3","Transcription Factor"
"ENSGALG00000039156",101747651,NA,NA,"No"
"ENSGALG00000039159",429098,NA,NA,"No"
"ENSGALG00000039160",426493,NA,"SUPT5H","No"
"ENSGALG00000039161",423687,55680,"RUFY2","No"
"ENSGALG00000039163",425979,9826,"ARHGEF11","No"
"ENSGALG00000039164",415336,NA,NA,"No"
"ENSGALG00000039166",768801,NA,NA,"No"
"ENSGALG00000039168",770088,152579,"SCFD2","No"
"ENSGALG00000039169",420729,4292,"MLH1","No"
"ENSGALG00000039170",378916,222662,"LHFPL5","No"
"ENSGALG00000039171",418152,5893,"RAD52","No"
"ENSGALG00000039172",NA,79058,"ASPSCR1","No"
"ENSGALG00000039173",395214,56963,"RGMA","No"
"ENSGALG00000039177",NA,55728,"N4BP2","No"
"ENSGALG00000039178",415722,80205,"CHD9","No"
"ENSGALG00000039182",426284,79718,"TBL1XR1","No"
"ENSGALG00000039186",420480,8636,"SSNA1","No"
"ENSGALG00000039187",419515,200504,"GKN2","No"
"ENSGALG00000039190",107053360,10263,"CDK2AP2","No"
"ENSGALG00000039193",396538,375790,"AGRN","No"
"ENSGALG00000039196",100857875,5818,"NECTIN1","No"
"ENSGALG00000039200",395152,8313,"AXIN2","No"
"ENSGALG00000039203",429657,NA,NA,"No"
"ENSGALG00000039205",101751456,7203,"CCT3","No"
"ENSGALG00000039206",101749459,10865,"ARID5A","Transcription Factor"
"ENSGALG00000039208",415981,5253,"PHF2","No"
"ENSGALG00000039209",417831,11197,"WIF1","No"
"ENSGALG00000039212",100859320,51079,"NDUFA13","No"
"ENSGALG00000039216",396292,1292,"COL6A2","No"
"ENSGALG00000039219",423712,140766,"ADAMTS14","No"
"ENSGALG00000039221",423110,NA,NA,"No"
"ENSGALG00000039222",420229,286148,"DPY19L4","No"
"ENSGALG00000039224",101749300,10086,"HHLA1","No"
"ENSGALG00000039228",101751828,677,"ZFP36L1","Transcription Factor"
"ENSGALG00000039238",395446,6299,"SALL1","Transcription Factor"
"ENSGALG00000039239",395877,3053,"SERPIND1","No"
"ENSGALG00000039242",395691,NA,"PGA5","No"
"ENSGALG00000039245",418089,55576,"STAB2","No"
"ENSGALG00000039246",107055076,NA,NA,"No"
"ENSGALG00000039249",NA,NA,NA,"No"
"ENSGALG00000039250",NA,NA,NA,"No"
"ENSGALG00000039251",NA,NA,NA,"No"
"ENSGALG00000039254",422971,57084,"SLC17A6","No"
"ENSGALG00000039256",NA,NA,NA,"No"
"ENSGALG00000039257",100859277,NA,"CYP4F11","No"
"ENSGALG00000039263",395091,339229,"OXLD1","No"
"ENSGALG00000039264",378908,6503,"SLA","No"
"ENSGALG00000039269",422080,57674,"RNF213","No"
"ENSGALG00000039284",415350,5955,"RCN2","No"
"ENSGALG00000039288",415947,10181,"RBM10","No"
"ENSGALG00000039292",416458,NA,NA,"Transcription Factor"
"ENSGALG00000039294",429119,55167,"MSL2","No"
"ENSGALG00000039298",NA,3904,"LAIR2","No"
"ENSGALG00000039299",420002,3927,"LASP1","No"
"ENSGALG00000039300",415866,10725,"NFAT5","Transcription Factor"
"ENSGALG00000039302",418436,84864,"MINA","No"
"ENSGALG00000039307",415417,10681,"GNB5","No"
"ENSGALG00000039311",107055421,57228,"SMAGP","No"
"ENSGALG00000039312",NA,NA,NA,"No"
"ENSGALG00000039315",425613,4141,"MARS","No"
"ENSGALG00000039316",415983,445577,"C9orf129","No"
"ENSGALG00000039320",101750527,221395,"ADGRF5","No"
"ENSGALG00000039322",396404,4921,"DDR2","No"
"ENSGALG00000039326",420812,440498,"HSBP1L1","No"
"ENSGALG00000039327",373939,10451,"VAV3","No"
"ENSGALG00000039329",NA,NA,NA,"No"
"ENSGALG00000039333",420699,54716,"SLC6A20","No"
"ENSGALG00000039334",423013,388115,"CCDC9B","No"
"ENSGALG00000039335",429678,79751,"SLC25A22","No"
"ENSGALG00000039336",103875463,1406,"OTX5","Transcription Factor"
"ENSGALG00000039337",420682,9467,"SH3BP5","No"
"ENSGALG00000039344",107055134,NA,NA,"No"
"ENSGALG00000039346",768579,80728,"ARHGAP39","No"
"ENSGALG00000039347",395244,81622,"UNC93B1","No"
"ENSGALG00000039349",100859633,27185,"DISC1","No"
"ENSGALG00000039354",424547,NA,"VTG1","No"
"ENSGALG00000039355",NA,NA,NA,"No"
"ENSGALG00000039356",428234,220296,"HEPACAM","No"
"ENSGALG00000039363",416031,114112,"TXNRD3","No"
"ENSGALG00000039376",768904,1805,"DPT","No"
"ENSGALG00000039380",426162,23216,"TBC1D1","No"
"ENSGALG00000039385",107054425,NA,NA,"No"
"ENSGALG00000039387",420772,NA,"PSMA2","No"
"ENSGALG00000039391",422175,340554,"ZC3H12B","No"
"ENSGALG00000039394",426435,55276,"PGM2","No"
"ENSGALG00000039403",427853,2918,"GRM8","No"
"ENSGALG00000039406",430670,11330,"CTRC","No"
"ENSGALG00000039408",425396,10908,"PNPLA6","No"
"ENSGALG00000039409",396027,5970,"RELA","Transcription Factor"
"ENSGALG00000039411",NA,84570,"COL25A1","No"
"ENSGALG00000039416",NA,NA,NA,"No"
"ENSGALG00000039420",NA,23534,"TNPO3","No"
"ENSGALG00000039424",428502,4552,"MTRR","No"
"ENSGALG00000039427",NA,NA,NA,"No"
"ENSGALG00000039432",107049027,53829,"P2RY13","No"
"ENSGALG00000039433",NA,NA,"AC112786.1","No"
"ENSGALG00000039434",416383,9063,"PIAS2","Transcription Factor"
"ENSGALG00000039436",107053847,1746,"DLX2","Transcription Factor"
"ENSGALG00000039440",NA,54986,"ULK4","No"
"ENSGALG00000039447",420044,25984,"KRT23","No"
"ENSGALG00000039448",418275,9918,"NCAPD2","No"
"ENSGALG00000039450",431192,6654,"SOS1","No"
"ENSGALG00000039452",396502,2702,"GJA5","No"
"ENSGALG00000039454",420607,6671,"SP4","Transcription Factor"
"ENSGALG00000039455",768928,9218,"VAPA","No"
"ENSGALG00000039458",373964,2660,"GDF8","No"
"ENSGALG00000039461",418325,7132,"TNFRSF1A","No"
"ENSGALG00000039468",425016,29970,"IQCJ-SCHIP1","No"
"ENSGALG00000039472",416890,9733,"SART3","No"
"ENSGALG00000039473",107049993,29997,"NOP53","No"
"ENSGALG00000039474",374150,3400,"ID4","Transcription Factor"
"ENSGALG00000039477",428805,150726,"FBXO41","No"
"ENSGALG00000039479",771461,NA,NA,"No"
"ENSGALG00000039480",NA,NA,NA,"No"
"ENSGALG00000039489",112533598,NA,"5_8S_rRNA","No"
"ENSGALG00000039497",419631,339488,"TFAP2E","Transcription Factor"
"ENSGALG00000039498",395113,5530,"PPP3CA","No"
"ENSGALG00000039499",420205,85444,"LRRCC1","No"
"ENSGALG00000039500",768522,2935,"GSPT2","No"
"ENSGALG00000039504",NA,2204,"FCAR","No"
"ENSGALG00000039509",NA,NA,NA,"No"
"ENSGALG00000039523",395172,79922,"MRM1","No"
"ENSGALG00000039525",419369,23261,"CAMTA1","Transcription Factor"
"ENSGALG00000039528",425224,51196,"PLCE1","No"
"ENSGALG00000039529",NA,NA,NA,"No"
"ENSGALG00000039532",NA,1912,"PHC2","No"
"ENSGALG00000039533",420327,23167,"EFR3A","No"
"ENSGALG00000039534",NA,NA,NA,"No"
"ENSGALG00000039535",424853,728294,"D2HGDH","No"
"ENSGALG00000039536",425711,492307,"C2H8ORF22","No"
"ENSGALG00000039538",418357,56650,"CLDND1","No"
"ENSGALG00000039541",417197,56904,"SH3GLB2","No"
"ENSGALG00000039549",422804,23231,"SEL1L3","No"
"ENSGALG00000039553",426312,23213,"SULF1","No"
"ENSGALG00000039554",417466,4025,"LPO","No"
"ENSGALG00000039558",423167,55761,"TTC17","No"
"ENSGALG00000039563",418711,55571,"CNOT11","No"
"ENSGALG00000039571",101748212,5630,"PRPH","No"
"ENSGALG00000039572",428171,51702,"PADI1","No"
"ENSGALG00000039573",426166,NA,NA,"Transcription Factor"
"ENSGALG00000039575",421755,262,"AMD1","No"
"ENSGALG00000039576",426704,90417,"KNSTRN","No"
"ENSGALG00000039582",112533299,NA,NA,"No"
"ENSGALG00000039583",395886,4286,"MITF","Transcription Factor"
"ENSGALG00000039585",420300,NA,NA,"No"
"ENSGALG00000039587",416717,79953,"SYNDIG1","No"
"ENSGALG00000039589",428471,3364,"HUS1","No"
"ENSGALG00000039590",420348,100533106,"ZHX1-C8orf76","No"
"ENSGALG00000039595",771493,121551,"BTBD11","No"
"ENSGALG00000039606",421902,2055,"CLN8","No"
"ENSGALG00000039611",416462,93432,"MGAM2","No"
"ENSGALG00000039615",NA,4478,"MSN","No"
"ENSGALG00000039617",420808,NA,NA,"No"
"ENSGALG00000039624",426937,5686,"PSMA5","No"
"ENSGALG00000039628",427621,134265,"AFAP1L1","No"
"ENSGALG00000039629",395328,3237,"HOXD11","Transcription Factor"
"ENSGALG00000039633",100859203,4761,"NEUROD2","Transcription Factor"
"ENSGALG00000039634",431302,144501,"KRT80","No"
"ENSGALG00000039643",426758,84283,"TMEM79","No"
"ENSGALG00000039648",777441,NA,NA,"No"
"ENSGALG00000039652",416149,389337,"ARHGEF37","No"
"ENSGALG00000039656",NA,NA,NA,"No"
"ENSGALG00000039658",100857525,26088,"GGA1","No"
"ENSGALG00000039659",395319,27445,"PCLO","No"
"ENSGALG00000039673",NA,2588,"GALNS","No"
"ENSGALG00000039682",426867,3059,"HCLS1","No"
"ENSGALG00000039684",NA,NA,NA,"No"
"ENSGALG00000039685",419264,26205,"GMEB2","Transcription Factor"
"ENSGALG00000039687",416245,348938,"NIPAL4","No"
"ENSGALG00000039688",NA,NA,NA,"No"
"ENSGALG00000039690",396095,11075,"STMN2","No"
"ENSGALG00000039696",395797,954,"ENTPD2","No"
"ENSGALG00000039698",427633,1812,"DRD1","No"
"ENSGALG00000039701",107057103,NA,NA,"No"
"ENSGALG00000039704",424377,9554,"SEC22B","No"
"ENSGALG00000039705",426962,9945,"GFPT2","No"
"ENSGALG00000039708",420067,84106,"PRAM1","No"
"ENSGALG00000039710",426885,51564,"HDAC7","No"
"ENSGALG00000039712",417304,201140,"DHRS7C","No"
"ENSGALG00000039713",419629,192670,"AGO4","No"
"ENSGALG00000039720",425965,8491,"MAP4K3","No"
"ENSGALG00000039724",416848,54509,"RHOF","No"
"ENSGALG00000039727",NA,220963,"SLC16A9","No"
"ENSGALG00000039728",777244,6474,"SHOX2","Transcription Factor"
"ENSGALG00000039733",426514,NA,NA,"No"
"ENSGALG00000039734",426879,91012,"CERS5","No"
"ENSGALG00000039735",423452,2009,"EML1","No"
"ENSGALG00000039738",420801,6550,"SLC9A3","No"
"ENSGALG00000039741",395090,943,"TNFRSF8","No"
"ENSGALG00000039742",429828,1589,"CYP21A1","No"
"ENSGALG00000039750",110224119,NA,"EDSC","No"
"ENSGALG00000039751",772164,24145,"PANX1","No"
"ENSGALG00000039754",NA,NA,NA,"No"
"ENSGALG00000039755",112531360,NA,NA,"No"
"ENSGALG00000039756",421720,154215,"NKAIN2","No"
"ENSGALG00000039764",NA,2,"A2M","No"
"ENSGALG00000039772",395620,6000,"RGS7","No"
"ENSGALG00000039773",107057625,10270,"AKAP8","No"
"ENSGALG00000039774",421145,253943,"YTHDF3","No"
"ENSGALG00000039775",395934,6464,"SHC1","No"
"ENSGALG00000039779",395557,84309,"NUDT16L1","No"
"ENSGALG00000039780",NA,NA,NA,"No"
"ENSGALG00000039781",416310,79770,"TXNDC15","No"
"ENSGALG00000039783",771615,78988,"MRPL57","No"
"ENSGALG00000039786",396516,2260,"FGFR1","No"
"ENSGALG00000039791",417196,57171,"DOLPP1","No"
"ENSGALG00000039803",776864,124801,"LSM12","No"
"ENSGALG00000039811",418681,123606,"NIPA1","No"
"ENSGALG00000039812",NA,NA,NA,"No"
"ENSGALG00000039815",416595,9665,"MARF1","No"
"ENSGALG00000039816",NA,NA,NA,"No"
"ENSGALG00000039817",427689,NA,"NOG2","No"
"ENSGALG00000039818",396492,2734,"GLG1","No"
"ENSGALG00000039822",100859008,644943,"RASSF10","No"
"ENSGALG00000039826",396144,1261,"CNGA3","No"
"ENSGALG00000039830",420376,22907,"DHX30","No"
"ENSGALG00000039831",428384,51059,"FAM135B","No"
"ENSGALG00000039837",414885,887,"CCKBR","No"
"ENSGALG00000039839",417343,284004,"HEXD","No"
"ENSGALG00000039843",NA,NA,NA,"No"
"ENSGALG00000039855",416417,92017,"SNX29","No"
"ENSGALG00000039861",425938,23654,"PLXNB2","No"
"ENSGALG00000039863",427073,29118,"DDX25","No"
"ENSGALG00000039864",NA,NA,NA,"No"
"ENSGALG00000039865",107055138,10456,"HAX1","No"
"ENSGALG00000039866",NA,2204,"FCAR","No"
"ENSGALG00000039869",NA,100996939,"PYURF","No"
"ENSGALG00000039872",395643,8572,"PDLIM4","No"
"ENSGALG00000039876",107055132,NA,NA,"No"
"ENSGALG00000039878",419922,7942,"TFEB","Transcription Factor"
"ENSGALG00000039880",420434,6009,"RHEB","No"
"ENSGALG00000039882",428377,NA,"SLC25A32","No"
"ENSGALG00000039883",771632,55650,"PIGV","No"
"ENSGALG00000039887",776376,325,"APCS","No"
"ENSGALG00000039891",426109,81611,"ANP32E","No"
"ENSGALG00000039893",102465717,NA,"gga-mir-7437","No"
"ENSGALG00000039895",771550,1969,"EPHA2","No"
"ENSGALG00000039896",NA,NA,NA,"No"
"ENSGALG00000039897",415355,26263,"FBXO22","No"
"ENSGALG00000039899",NA,NA,NA,"No"
"ENSGALG00000039900",NA,NA,NA,"No"
"ENSGALG00000039901",426402,22827,"PUF60","No"
"ENSGALG00000039903",416991,54621,"VSIG10","No"
"ENSGALG00000039917",423844,51013,"EXOSC1","No"
"ENSGALG00000039919",NA,NA,NA,"No"
"ENSGALG00000039920",420675,54861,"SNRK","No"
"ENSGALG00000039923",NA,NA,NA,"No"
"ENSGALG00000039924",415594,NA,NA,"No"
"ENSGALG00000039935",420752,5137,"PDE1C","No"
"ENSGALG00000039936",NA,NA,NA,"No"
"ENSGALG00000039942",422904,1487,"CTBP1","No"
"ENSGALG00000039951",416666,10131,"TRAP1","No"
"ENSGALG00000039958",418927,NA,NA,"No"
