# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr2_96890408_96892041	SEMA4C (-21254), FAHD2B (+203614)
chr3_169479069_169479609	MECOM (-333034), ACTRT3 (+290556)
chr3_21617367_21618427	ZNF385D (+133538)
chr11_9550040_9550523	WEE1 (-23399), ZNF143 (+89317)
chr17_34647585_34647902	TMEM132E (+66735), CCT6B (+313765)
chrX_16373095_16373722	S100G (-276749), GRPR (+249853)
chr5_65073298_65073588	CWC27 (+304513), ADAMTS6 (+408477)
chr1_219772207_219772797	ZC3H11B (-159357), SLC30A10 (+156100)
chr11_125287417_125288150	PKNOX2 (+123078), FEZ1 (+208526)
chr13_20356322_20356871	GJB6 (-124202), CRYL1 (+169260)
chr5_9903753_9904274	TAS2R1 (-273659), FAM173B (+345872)
chr3_18968059_18968581	SATB1 (-543747), KCNH8 (-180134)
chr2_114222244_114222852	DPP10 (-939054), ACTR3 (+332588)
chr1_37051456_37051957	ZC3H12A (-422845), GRIK3 (-17582)
chr11_86524145_86524822	ME3 (+148152), CCDC81 (+149592)
chr5_123997492_123998226	CSNK1G3 (+452225), ZNF608 (+747566)
chr14_57897228_57897718	SLC35F4 (-31411), C14orf37 (+254740)
chr13_70457220_70458103	KLHL1 (-349203)
chr14_96105770_96106211	BDKRB2 (-98804), C14orf132 (+66607)
chr19_31559974_31560463	ZNF507 (-785375), TSHZ3 (-210672)
chr20_14677416_14677951	FLRT3 (-340076)
chr1_234208520_234209066	COA6 (-164663), SLC35F3 (+303860)
chr4_7022102_7022626	CCDC96 (+20575), TBC1D14 (+112519)
chr10_29273423_29273895	LYZL1 (-15402), BAMBI (+596317)
chr13_52107388_52108084	NEK5 (+21342), UTP14C (+83045)
chr1_202230389_202230725	LGR6 (+36656), UBE2T (+111423)
chr7_108669576_108670447	THAP5 (-100289)
chr1_221098034_221098408	HLX (+218821), DUSP10 (+643955)
chr11_44626014_44626588	TSPAN18 (-138125), CD82 (+60710)
chr8_42245354_42245925	PLAT (-37916), IKBKB (-25662)
chr15_83061651_83062033	BTBD1 (+5512), FAM103A1 (+75635)
chr2_111978532_111979134	TMEM87B (-76390), MERTK (+80354)
chr18_22536290_22537048	RBBP8 (-397157), CTAGE1 (-118754)
chr15_95429410_95429740	NR2F2 (-901142)
chr9_14926840_14927662	SNAPC3 (-495453), FREM1 (-16256)
chr6_152104537_152105069	ESR1 (+414307), SYNE1 (+532596)
chr5_15821041_15821955	FBXL7 (+321302), MARCH11 (+358277)
chr8_61884419_61884950	NKAIN3 (-364257), ASPH (-170126)
chr4_1834096_1834777	LETM1 (+21810), FGFR3 (+41125)
chr3_46958059_46958679	NBEAL2 (-21314), PTH1R (+75012)
chr14_52116110_52116633	PTGDR (-151341), NID2 (-47378)
chr1_180598543_180599027	ACBD6 (-95831), XPR1 (-33219)
chr16_15518322_15518719	C16orf45 (+84226), MARF1 (+124645)
chr21_45349835_45350295	COL18A1 (-105466), POFUT2 (-62167)
chr5_111563261_111563847	STARD4 (-51044), NREP (+413377)
chr12_7541930_7542627	CD163 (-38386), APOBEC1 (+123614)
chr20_53570662_53571055	ZNF217 (+22980), TSHZ2 (+598452)
chr4_188473767_188474476	TRIML1 (+334703)
chr3_72299404_72299868	PROK2 (-514575), RYBP (+146985)
chr9_20023750_20024406	SLC24A2 (-237150), MLLT3 (+598465)
chr3_110170689_110171344	NECTIN3 (-900726), DPPA4 (-833445)
chr3_110677565_110678229	NECTIN3 (-393846)
chr7_35753876_35754618	HERPUD2 (-59112), SEPT7 (-46792)
chr8_103192853_103193502	FZD6 (-105653), BAALC (+52468)
chr1_8083772_8084581	SLC45A1 (-233649), ERRFI1 (-57869)
chr12_29725933_29726441	OVCH1 (-228501), TMTC1 (+57623)
chr1_57010375_57010912	C8B (-44629), DAB1 (+413413)
chr2_218722539_218723423	CYP27A1 (-58775), TTLL4 (+12106)
chr16_13944785_13945244	MKL2 (-126307), ERCC4 (+24858)
chr16_12963840_12964767	ERCC4 (-955853), SHISA9 (+62684)
chr2_149169424_149169991	LYPD6 (-160829), LYPD6B (+131241)
chr1_55869154_55869520	USP24 (-654224), PLPP3 (+710231)
chr8_102719693_102720306	KLF10 (-64098), AZIN1 (+144737)
chr2_125643282_125643913	NONE
chr5_63747078_63747675	HTR1A (+214756)
chr16_55294588_55295234	IRX6 (-28849), IRX5 (+364049)
chr18_50724839_50725511	MRO (+94889), MAPK4 (+165097)
chr1_211592134_211592778	SLC30A1 (-13714), NEK2 (+83162)
chr14_58643432_58643797	DAAM1 (-619840), DACT1 (+5436)
chr2_134876487_134877027	CCNT2 (-42068), ACMSD (+38210)
chr18_47582104_47582581	SKOR2 (-330740), SMAD2 (+348216)
chr20_32314798_32315129	ASXL1 (-43388), KIF3B (+37300)
chr19_19285775_19286360	MAU2 (-34613), TM6SF2 (-12780)
chr10_111992761_111993715	GPAM (+190525), ADRA2A (+916075)
chr11_35099041_35099984	CD44 (-39668), PDHX (+182941)
chr2_189013887_189015055	COL3A1 (+40151), COL5A2 (+165408)
chr8_80395347_80395853	TPD52 (-314784), ZBTB10 (-90067)
chr15_85316208_85316774	AKAP13 (-64238), PDE8A (+336051)
chr8_123622709_123623303	FBXO32 (-81800), KLHL38 (+29944)
chr11_44207115_44207695	ALX4 (+102761), EXT2 (+111208)
chr8_59098176_59098808	NSMAF (-438958), TOX (+20716)
chr4_15323964_15324484	C1QTNF7 (-15712), CPEB2 (+321550)
chr3_177789598_177790018	KCNMB2 (-768892), TBL1XR1 (-593330)
chr3_100426105_100426554	TMEM45A (-66289), TOMM70 (-24932)
chr5_9442990_9443371	SEMA5A (+102894)
chrX_95539136_95539466	NONE
chr1_232595198_232595667	MAP10 (-209459), SIPA1L2 (-33875)
chr20_14695599_14696125	FLRT3 (-358254)
chr16_12551841_12552388	CPPED1 (+251902), SNX29 (+575377)
chr3_117650760_117651525	NONE
chr11_35230249_35231091	CD44 (+91489), SLC1A2 (+188579)
chr3_110814256_110815334	NECTIN3 (-256948)
chr5_133744060_133745057	FSTL4 (-131995), C5orf15 (+224228)
chr7_110677431_110677968	LRRN3 (-413306)
chr3_116135405_116135748	LSAMP (+309954), GAP43 (+512067)
chr7_51817705_51818076	COBL (-501073)
chr4_106412107_106412793	GIMD1 (-45015), DKK2 (+623847)
chr18_11925818_11926504	IMPA2 (-55267), MPPE1 (-16938)
chr4_137602039_137602338	PCDH18 (-69714), SLC7A11 (+640160)
chr5_72606088_72606676	TNPO1 (-209930), ZNF366 (-98655)
chr14_48973242_48973588	RPS29 (+612961)
chr4_107729078_107729434	SGMS2 (-95307), PAPSS1 (-8804)
chr3_123104661_123105119	SEC22A (-103432), PDIA5 (+37820)
chr1_170594155_170594583	PRRX1 (-69537), GORAB (+62240)
chr3_54861325_54861828	LRTM1 (+66497), CACNA2D3 (+738911)
chr17_74420118_74420568	GPRC5C (-10570), GPR142 (+52885)
chr1_245290583_245291440	KIF26B (+136027)
chr20_41990031_41990633	CHD6 (-371838)
chr17_55303307_55304027	HLF (+38655), MMD (+118325)
chr3_14246194_14246761	SLC6A6 (-156098), XPC (-67695)
chrX_65873485_65874547	VSIG4 (+166091), MSN (+206346)
chr17_76150926_76151384	FOXJ1 (-9856), RNF157 (+89218)
chrX_130285592_130286465	SLC25A14 (-53859), ZNF280C (-17130)
chr16_25823826_25824284	HS3ST4 (+132029)
chr1_170307148_170307609	GORAB (-224750), METTL11B (+161378)
chr3_37619200_37619921	CTDSPL (-242613), ITGA9 (+167442)
chr18_53070533_53071200	DCC (+730695)
chr7_10625692_10626344	NDUFA4 (+314238)
chr2_186884346_186884989	ZSWIM2 (-35498), CALCRL (+563792)
chr4_89586427_89586800	SNCA (+251701), TIGD2 (+475114)
chr22_20807454_20807793	SERPIND1 (+33745), PI4KA (+51188)
chr8_48758434_48758903	EFCAB1 (-23437), SNAI2 (+162760)
chr22_16949298_16949944	IL17RA (-135338), XKR3 (-127922)
chr11_36364762_36365219	COMMD9 (-75562), PRR5L (-11014)
chr1_245587603_245588070	KIF26B (+432852), SMYD3 (+919420)
chr2_76397282_76397927	GCFC2 (-686616)
chr8_123137523_123137943	FAM83A (-41314), TBC1D31 (+65053)
chr9_134536085_134536655	COL5A1 (-105404), RXRA (+209790)
chr19_37519955_37520441	ZNF793 (-3207)
chr2_227118060_227118687	COL4A4 (+45739), RHBDD1 (+282419)
chr6_127116079_127116375	RSPO3 (-2377)
chr1_151977603_151978246	THEM4 (-68117), S100A10 (+16465)
chr18_42183230_42184132	PIK3C3 (+228475), RIT2 (+932010)
chr2_239593919_239594564	HDAC4 (-193293), NDUFA10 (+431160)
chr5_35128972_35129706	AGXT2 (-81246), PRLR (+101250)
chr8_56890040_56890380	PENK (-444180), IMPAD1 (+103634)
chr12_48506767_48507516	OR8S1 (-18490), ANP32D (+34477)
chr12_88935729_88936400	KITLG (-355604), DUSP6 (+417206)
chr10_49067371_49067765	LRRC18 (-153336), VSTM4 (+47941)
chr12_115659372_115659951	TBX3 (-976072), MED13L (+617676)
chr1_163137685_163138241	RGS5 (+64940), RGS4 (+69188)
chr3_94886975_94887626	DHFR2 (-824078)
chr7_71389972_71390588	GALNT17 (+258111)
chr1_70371413_70372169	CTH (-39481), HHLA3 (+16955)
chr2_222499172_222499614	SGPP2 (+74876), FARSB (+156944)
chr13_75200891_75201277	TBC1D4 (+281030)
chr11_115737828_115738348	CADM1 (-233523)
chr14_103249630_103250077	EIF5 (-84148), TNFAIP2 (+126393)
chr10_76190830_76191779	LRMDA (+759852)
chrX_141281521_141282202	SPANXC (-39366), SPANXA1 (+303149)
chr2_29657394_29658273	ALK (+263732), CLIP4 (+542408)
chr1_99465113_99465686	PALMD (-180543), PLPPR4 (+201447)
chr12_105960283_105961055	APPL2 (-724586), NUAK1 (+179364)
chr20_57036325_57036703	BMP7 (+230114), TFAP2C (+407212)
chr12_6221977_6222561	PLEKHG6 (-88664), CD9 (+22554)
chr14_34003251_34004022	EGLN3 (-52556), SPTSSA (+458719)
chr19_20349315_20350049	ZNF486 (+182408), ZNF737 (+216053)
chr2_138113793_138114308	SPOPL (-387750), HNMT (+149741)
chr21_35316789_35317304	RUNX1 (-267703), SETD4 (+743214)
chr18_78528641_78529401	SALL3 (-451254)
chr1_205183726_205184153	RBBP5 (-61925), DSTYK (+27626)
chr2_114816098_114816530	DPP10 (-345288), ACTR3 (+926354)
chr1_87284583_87285331	LMO4 (-43511), HS2ST1 (+370283)
chr17_27803275_27803597	NOS2 (-2937)
chr11_39434240_39434825	LRRC4C (+859581)
chr10_112209684_112210207	TECTB (-73789), GPAM (-26183)
chr10_10891366_10891972	CELF2 (-126261)
chr16_5533145_5533802	RBFOX1 (-486229), EEF2KMT (-435666)
chr10_78535911_78536702	ZMIZ1 (-532728), RPS24 (+502547)
chr2_5849303_5850036	SOX11 (+157003)
chr5_66442787_66443358	MAST4 (-153288), SREK1 (+298855)
chr5_96763014_96763561	ERAP1 (+44812), CAST (+101051)
chr17_14760594_14761313	HS3ST3B1 (+459871), PMP22 (+501635)
chr15_27744608_27745084	OCA2 (+354512), GABRG3 (+773564)
chrX_48035781_48036324	SPACA5 (+31717), ZNF630 (+35605)
chr2_29769587_29770242	ALK (+151651), CLIP4 (+654489)
chr15_36334021_36334573	DPH6 (-788129), MEIS2 (+765588)
chr6_126123090_126123577	CENPW (-216840), TRMT11 (+136904)
chr22_29080194_29080846	EMID1 (-125331), KREMEN1 (+7402)
chrX_67864056_67864952	AR (+320468), OPHN1 (+569301)
chr5_93130639_93131133	NR2F1 (-452451)
chr11_112811101_112811744	PLET1 (-550563), NCAM1 (-149852)
chr3_94967279_94967787	DHFR2 (-904310)
chr12_105848030_105848788	APPL2 (-612326), NUAK1 (+291624)
chr10_2120749_2121210	PFKP (-946540), ADARB2 (-383504)
chr2_60064477_60065243	BCL11A (+488638)
chr18_425254_425725	THOC1 (-157463), COLEC12 (+75232)
chr3_171850194_171850775	FNDC3B (-190069), TMEM212 (+7136)
chr8_57329048_57329439	FAM110B (-665310), IMPAD1 (-335400)
chr2_136112497_136112899	DARS (-127014), CXCR4 (+3545)
chr5_165585675_165586050	NONE
chr11_126114636_126115076	FAM118B (-96558), CDON (-51564)
chr5_160976148_160976506	ATP10B (-124115), GABRB2 (+571797)
chr13_44108458_44109012	SMIM2 (+52522), ENSG00000281883 (+224935)
chr19_34043846_34044398	LSM14A (-128444), KCTD15 (+245736)
chrX_6988272_6989016	VCX3A (-453526), PUDP (+159514)
chr14_74417287_74418379	SYNDIG1L (+8269), VRTN (+69420)
chr12_93748590_93749317	PLXNC1 (-399769), CRADD (+71237)
chr2_66896052_66896693	ETAA1 (-500946), MEIS1 (+460973)
chr7_138374184_138374473	TRIM24 (-86005), AKR1D1 (+297852)
chr8_141614322_141614665	PTP4A3 (+193106), TSNARE1 (+788746)
chr2_150981825_150982474	RND3 (-494483), RBM43 (+279729)
chr6_97757481_97758802	MMS22L (-474966)
chr17_32894110_32894646	TMEM98 (-33559), MYO1D (-17201)
chr5_166726407_166726746	NONE
chr10_9137113_9137751	NONE
chr3_187570696_187571093	SST (+99504), RTP4 (+202563)
chr11_62044597_62045260	INCENP (-79044), FTH1 (-77269)
chr3_77919391_77919849	NONE
chr13_106432808_106433685	EFNB2 (+101867), DAOA (+966958)
chr2_111909071_111910188	TMEM87B (-145593), MERTK (+11151)
chr20_59374129_59374638	PHACTR3 (-230164), EDN3 (+73957)
chr18_21686575_21686995	ABHD3 (+18020), SNRPD1 (+74518)
chr3_2521837_2522172	CNTN4 (+283176), IL5RA (+588369)
chr4_54495011_54495391	KIT (-162717), PDGFRA (+266104)
chr16_65744355_65744785	CDH11 (-622372), CDH5 (-622060)
chr5_167057526_167058185	TENM2 (-697147)
chr2_36053021_36053516	CRIM1 (-302657)
chr1_79499461_79499895	ADGRL4 (-492960)
chr3_5727803_5728241	EDEM1 (+540349)
chr1_181520884_181521310	CACNA1E (+37352), ZNF648 (+540615)
chr10_62996842_62997301	EGR2 (-180717), NRBF2 (-136218)
chr3_5891622_5891998	GRM7 (-969305), EDEM1 (+704137)
chr6_98711213_98711765	POU3F2 (-123103)
chr12_87410015_87410920	C12orf50 (+618944)
chr2_205033865_205034470	NRP2 (-648332), PARD3B (+488375)
chr5_130635653_130636526	HINT1 (+529395), CHSY3 (+731618)
chr18_49709342_49709988	ACAA2 (+104295), LIPG (+147634)
chr9_75616905_75617344	PCSK5 (-273519), OSTF1 (+528582)
chr3_153848698_153849060	ARHGEF26 (-272124), RAP2B (+686609)
chr4_71665155_71665886	GC (+138520), SLC4A4 (+478235)
chr6_63927313_63928152	PHF3 (+291897)
chr6_38907222_38907734	GLP1R (-141320), DNAH8 (+192137)
chrX_24347673_24348357	PDK3 (-117441), ZFX (+198291)
chr21_32666039_32666617	C21orf59 (-53462), SYNJ1 (+61720)
chr11_33835203_33835531	FBXO3 (-60851), LMO2 (+56922)
chr4_142080950_142081389	IL15 (+444568), INPP4B (+765130)
chr16_86798194_86798804	FOXL1 (+219993), FBXO31 (+585258)
chr1_247551636_247552538	OR2G2 (-36273), OR2C3 (-15647)
chr8_131520228_131520727	ADCY8 (-478052), EFR3A (-383610)
chr3_123370977_123371596	ADCY5 (+78471), SEC22A (+162965)
chr2_125854216_125854885	GYPC (-801382)
chrX_37860789_37861282	HYPM (-129781), DYNLT3 (-13399)
chr8_121610283_121611187	SNTB1 (-797462), HAS2 (+30655)
chr2_194999462_195000236	SLC39A10 (-656898)
chr3_68495720_68496360	FAM19A4 (+436570), FAM19A1 (+491824)
chr3_40396025_40396931	RPL14 (-60814), ENTPD3 (+9322)
chr1_112011301_112011747	CTTNBP2NL (-384657), KCND3 (-22369)
chr2_190835235_190835807	GLS (-45306), NAB1 (+186288)
chr1_166486957_166487459	POGK (-352881), UCK2 (+659677)
chr8_118450074_118450632	EXT1 (-338500), TNFRSF11B (+501847)
chr13_78020848_78021269	EDNRB (-101291), POU4F1 (+582501)
chr2_217562892_217563390	TNP1 (-703077), TNS1 (+380987)
chr11_21285056_21285649	ANO5 (-907823), NELL1 (+615782)
chr13_105340003_105340566	DAOA (-126004)
chr10_103547515_103547933	NEURL1 (+53745), SH3PXD2A (+307682)
chr9_134715062_134715743	FCN2 (-165409), COL5A1 (+73629)
chr16_81251962_81252636	GAN (-62653), BCO1 (+13851)
chr7_51825261_51825999	COBL (-508812)
chr22_23621185_23621580	IGLL1 (-41075), DRICH1 (+10938)
chr1_118659537_118660238	SPAG17 (-474665), TBX15 (+327917)
chr5_73989761_73990589	ARHGEF28 (+364017), ENC1 (+651249)
chr1_147748867_147749253	ACP6 (-78564), GJA5 (+24302)
chr12_65585770_65586370	HMGA2 (-238390), MSRB3 (+307427)
chr11_106449904_106450268	AASDHPPT (+372597), GUCY1A2 (+568359)
chrX_7062247_7062780	VCX3A (-527396), PUDP (+85644)
chr2_139763823_139764107	NXPH2 (-983617)
chr7_79781772_79782420	GNAI1 (-352692), MAGI2 (-328522)
chr3_9010567_9010899	RAD18 (-47231), SRGAP3 (+238646)
chr14_83005831_83006570	NONE
chr15_29223691_29224206	NSMCE3 (+45880), APBA2 (+337975)
chr3_96756450_96756934	MTRNR2L12 (-138456), EPHA6 (-57894)
chr1_233796262_233796710	SLC35F3 (-108447), KCNK1 (+182482)
chr4_91089021_91089435	NONE
chr21_28534921_28535594	N6AMT1 (+350113)
chr2_43292757_43293456	ZFP36L2 (-66498), THADA (+302867)
chr3_55204432_55204855	LRTM1 (-276570), WNT5A (+282998)
chr2_136257992_136258498	THSD7B (-507300), CXCR4 (-142002)
chr7_41387178_41387711	INHBA (+315663)
chr5_154358599_154359519	SAP30L (-86898), GALNT10 (+168329)
chr11_48124260_48124982	OR4B1 (-92189), PTPRJ (+144060)
chr17_2982597_2983277	OR1D5 (+80670), RAP1GAP2 (+186499)
chr8_133383206_133383631	NDRG1 (-85833), ST3GAL1 (+188506)
chr17_27474065_27474439	LGALS9 (-155546), KSR1 (+2242)
chr3_178923399_178923781	ZMAT3 (+148689), KCNMB2 (+364890)
chr3_171901849_171902241	FNDC3B (-138509), TMEM212 (+58696)
chr13_68893473_68894097	NONE
chr1_87369845_87370568	LMO4 (+41739)
chr4_125330919_125331453	FAT4 (+14787)
chr13_95438345_95438724	ABCC4 (-137106), CLDN10 (-114190)
chr2_202135071_202135819	FZD7 (+100858), SUMO1 (+103163)
chr7_107224295_107225081	GPR22 (-245372), HBP1 (+55673)
chrX_69100426_69100845	PJA1 (+64885), EFNB1 (+271639)
chrX_4206849_4208054	PRKX (-493844)
chr17_73532468_73532881	CDC42EP4 (-220500), SDK2 (+111414)
chr11_92473684_92474328	MTNR1B (-495714), FAT3 (+121465)
chr10_61933971_61934490	ARID5B (+32931), RTKN2 (+334476)
chr19_38859653_38860269	HNRNPL (-9628), RINL (+18318)
chr15_45284253_45285172	SLC28A2 (+32483), GATM (+94080)
chr2_71843412_71843825	CYP26B1 (+304419), DYSF (+376917)
chr6_91804827_91805369	NONE
chr16_31064973_31065488	ZNF668 (-176)
chr3_34678664_34679343	PDCD6IP (+880433)
chr13_59383955_59384514	DIAPH3 (+779752)
chr5_110338217_110338874	TMEM232 (+388119), MAN2A1 (+649180)
chr11_94315311_94315973	IZUMO1R (+10050), GPR83 (+85777)
chr5_175202561_175202976	DRD1 (+241439), MSX2 (+478236)
chr2_67725607_67726430	ETAA1 (+328700), C1D (+336964)
chr3_111768655_111769073	PHLDB2 (-90316), PLCXD2 (+93942)
chr2_46976833_46977474	TTC7A (+35868), STPG4 (+178133)
chr7_66183704_66184128	TPST1 (-21283), CRCP (+69311)
chr9_121140049_121140641	RAB14 (+61524), CNTRL (+65333)
chr8_116601267_116601629	TRPS1 (-932447), EIF3H (+154373)
chr2_117670642_117671022	DDX18 (-143818)
chr18_45611723_45612365	SLC14A2 (-2757)
chr3_54965849_54966302	LRTM1 (-38002), WNT5A (+521566)
chr14_93571736_93572064	PRIMA1 (+216581), COX8C (+224709)
chrX_78643146_78643920	CYSLTR1 (-315842), RTL3 (+15795)
chr8_98178939_98179584	POP1 (+61950), NIPAL2 (+115074)
chr5_66551111_66552063	MAST4 (-44774), SREK1 (+407369)
chr13_80428445_80429086	SPRY2 (-89107)
chr6_39493130_39493676	KCNK16 (-170863), KIF6 (+232002)
chr4_73929326_73929652	PF4 (+52635), CXCL1 (+60085)
chr8_39452654_39453287	ADAM18 (-131607), ADAM32 (+345322)
chr1_219757767_219758330	ZC3H11B (-144904), SLC30A10 (+170553)
chr5_143948513_143949025	HMHB1 (+136608), YIPF5 (+221890)
chr16_52592554_52593233	CHD9 (-462139), TOX3 (-45886)
chr22_32785750_32786277	TIMP3 (-15687), FBXO7 (+311338)
chrX_11589665_11590101	ARHGAP6 (+75818), AMELX (+296470)
chr1_213572831_213573502	PROX1 (-414776), RPS6KC1 (+521912)
chr2_68971624_68972170	GKN1 (-2676)
chr16_19684442_19684755	KNOP1 (+33635), C16orf62 (+129184)
chr3_77235947_77236522	NONE
chr14_49250157_49250556	RPS29 (+336019)
chr12_50918665_50919068	METTL7A (-4605)
chr1_111228383_111228947	CHIA (-62251), CHI3L2 (+27894)
chr6_51939755_51940662	PKHD1 (+147416)
chr5_133304645_133305376	HSPA4 (+253049), FSTL4 (+307553)
chr15_58392662_58393252	LIPC (-38841), AQP9 (+254761)
chr19_33124610_33125062	LRP3 (-69748), GPATCH1 (+43956)
chr6_90183686_90184238	BACH2 (+112780), GJA10 (+289493)
chr2_20115875_20116351	LAPTM4A (-64085), SDC1 (+109320)
chr8_21086764_21087394	LZTS1 (-783116), GFRA2 (+701731)
chr6_97719820_97720642	MMS22L (-437055)
chr6_136600673_136601105	MAP7 (-74676), MAP3K5 (+191629)
chr4_115896024_115896631	NDST4 (-782452), MTRNR2L13 (-402548)
chr5_35015949_35016690	AGXT2 (+31773), DNAJC21 (+86727)
chr10_50527536_50527857	ASAH2 (-279087), SGMS1 (+96286)
chr21_38819757_38820197	ETS2 (+14670), PSMG1 (+363874)
chr13_48492548_48493047	LPAR6 (-48094), RCBTB2 (+40458)
chr9_85228341_85228932	AGTPBP1 (+513392), NTRK2 (+558859)
chrX_142149961_142150557	MAGEC2 (+55031), MAGEC1 (+246365)
chr7_46754314_46754795	IGFBP3 (-833304), TNS3 (+827589)
chr15_39358505_39358908	RASGRP1 (-793901), THBS1 (-222386)
chr3_29683276_29683910	TGFBR2 (-923008), RBMS3 (+402247)
chr2_22175751_22176139	NONE
chr4_95428419_95429110	UNC5C (+120441), BMPR1B (+377086)
chr10_76234325_76234863	LRMDA (+803141)
chr12_105024551_105025302	SLC41A2 (-96272), ALDH1L2 (+59650)
chr1_209379385_209380020	CAMK1G (-204014)
chr3_136010711_136011099	PPP2R3A (+45232), MSL2 (+184941)
chr5_145225527_145226181	PRELID2 (+609450)
chr8_81209018_81209696	PAG1 (-97289), FABP5 (-71006)
chr9_72665357_72666057	TMC1 (+143906), ALDH1A1 (+287348)
chr11_66818111_66819046	RCE1 (-24833), C11orf80 (+73843)
chr13_59376596_59377401	DIAPH3 (+786988)
chr6_121738047_121738698	HSF2 (-661173), GJA1 (+302681)
chr1_59981890_59982311	CYP2J2 (-55311)
chr3_132309816_132310437	CPNE4 (-272323), ACPP (-7280)
chr3_124132622_124133116	UMPS (-597497), KALRN (+38188)
chrX_42754128_42754730	CASK (-831414), PPP1R2P9 (+23818)
chr13_88705893_88706518	NONE
chr3_131969646_131970293	MRPL3 (-467001), CPNE4 (+67834)
chr19_31545956_31546427	ZNF507 (-799402), TSHZ3 (-196645)
chr1_33248215_33248672	TRIM62 (-66778), ZNF362 (-8129)
chr8_24003144_24003764	ADAM28 (-290586), STC1 (-148647)
chr17_71023467_71024306	KCNJ2 (+854352)
chr20_39623885_39624540	DHX35 (+661878)
chr6_24243020_24243443	KAAG1 (-113671), NRSN1 (+117046)
chr14_39912230_39913044	FBXO33 (-480137)
chr7_25579398_25580459	NFE2L3 (-572311), NPVF (-351443)
chr11_115906170_115907039	CADM1 (-402040), BUD13 (+866383)
chr5_93078369_93078934	NR2F1 (-504685)
chr18_37962404_37962852	CELF4 (-396591)
chr4_19024866_19025413	NONE
chr20_23658551_23659408	CST3 (-21035), CST4 (+30060)
chr16_73951581_73951970	ZFHX3 (-820682), PSMD7 (-344999)
chr6_169678580_169679445	THBS2 (-424969), WDR27 (+22640)
chr16_10666312_10666733	EMP2 (-85825), TEKT5 (+28422)
chr2_53635059_53635952	CHAC2 (-132286)
chr4_143294039_143294818	GAB1 (-42333), USP38 (+109484)
chr6_161453196_161453647	AGPAT4 (-179361)
chr6_9376837_9377645	SLC35B3 (-941758), OFCC1 (+562078)
chr3_141446948_141447667	RASA2 (-39741), ZBTB38 (+59496)
chr16_17803692_17804100	XYLT1 (-333015), NPIPA8 (+532840)
chr1_232682365_232682883	MAP10 (-122268), SIPA1L2 (-121066)
chr2_59068346_59069010	FANCL (-827328)
chr1_219748345_219748746	ZC3H11B (-135401), SLC30A10 (+180056)
chr15_55816204_55816774	PRTG (-73510), NEDD4 (+100642)
chr7_153248022_153248741	DPP6 (-804298), ACTR3B (+488633)
chr7_79610837_79611309	GNAI1 (-523715), MAGI2 (-157499)
chr1_165460413_165461211	LRRC52 (-83195), RXRG (-15616)
chr5_38925433_38925934	OSMR (+79685), RICTOR (+148715)
chr8_97182284_97182707	TSPYL5 (+95468), CPQ (+537269)
chr1_240719956_240720791	GREM2 (-108225), RGS7 (+636856)
chr20_24723619_24724312	CST7 (-225264), SYNDIG1 (+254767)
chr18_68972037_68972488	DOK6 (-428792), CCDC102B (+174183)
chr3_24367433_24368140	THRB (+127035), NR1D2 (+422527)
chr11_79018291_79018949	NARS2 (-443756), TENM4 (+422031)
chr9_113379287_113379775	HDHD3 (-3356)
chr8_137591648_137592386	FAM135B (+904805)
chr1_164187225_164187803	PBX1 (-372121), NUF2 (+865560)
chr9_119868694_119869153	BRINP1 (-499457), CDK5RAP2 (+711234)
chr3_56389270_56389879	WNT5A (-901933), ERC2 (+78788)
chr6_44793904_44794639	RUNX2 (-534097), CDC5L (+406747)
chr5_42974618_42975016	SELENOP (-162738), ANXA2R (+68353)
chr5_170132391_170133038	FOXI1 (+26818), LCP2 (+165512)
chr8_99770297_99770739	COX6C (+123544), VPS13B (+757252)
