# GREAT version 4.0.4	Species assembly: hg38	Association rule: Basal+extension: 5000 bp upstream, 1000 bp downstream, 1000000 bp max extension, curated regulatory domains included
chr11_19816965_19818286	NAV2 (+104029), DBX1 (+342987)
chr3_168889385_168890116	GOLIM4 (-793776), MECOM (+256554)
chr22_33881971_33882628	SYN3 (-823928), LARGE1 (+38121)
chr1_95518321_95518795	RWDD3 (+284403)
chr3_179083892_179084396	PIK3CA (-64379), ZMAT3 (-11865)
chrX_43342388_43342842	PPP1R2P9 (-564368), MAOA (-313604)
chr17_28216695_28217192	TMEM97 (-102151), NLK (+174788)
chr3_153093324_153093989	RAP2B (-68613), P2RY1 (+258964)
chr5_65949963_65950665	SREK1 (-193904), ERBIN (+23541)
chr3_45546747_45547288	LIMD1 (-47841), LARS2 (+158457)
chr2_32699129_32699578	LTBP1 (-247618), TTC27 (+71292)
chr7_141026972_141027533	TMEM178B (-46979), MRPS33 (-12270)
chrX_103220644_103221408	BEX4 (+5934), TCEAL8 (+34177)
chr5_119445603_119445924	HSD17B4 (-6806), TNFAIP8 (+112589)
chr4_184936124_184936524	ACSL1 (-109506), HELT (-82517)
chr6_18284357_18284771	RNF144B (-102786), DEK (-19741)
chr6_25128911_25129401	RIPOR2 (-193104), CARMIL1 (-150272)
chr2_199694007_199694300	SATB2 (-236058), FTCDNL1 (+156966)
chr2_68951738_68952262	GKN2 (+970)
chr12_23025530_23026100	ETNK1 (+400740), SOX5 (+923888)
chr4_164312347_164313164	MARCH1 (+71294), TMA16 (+818295)
chr14_32998578_32998938	NPAS3 (+59441), EGLN3 (+952323)
chr11_33989610_33990796	LMO2 (-97914), CAPRIN1 (-61480)
chr16_51629992_51630425	SALL1 (-478934), TOX3 (+916799)
chr4_119173622_119174589	USP53 (-65110), MYOZ2 (+38322)
chr3_190492717_190493343	TMEM207 (-43154), IL1RAP (-21072)
chr10_116111518_116111927	GFRA1 (+161744)
chr7_72416154_72417138	CALN1 (-4273)
chr5_33833157_33833662	ADAMTS12 (+58782), TARS (+392445)
chr8_101418336_101418831	ZNF706 (-213297), GRHL2 (-73848)
chr16_59237015_59237429	GOT2 (-502865)
chr5_52749615_52750402	ITGA1 (-37887)
chrX_70922815_70923282	TEX11 (-14338), SLC7A3 (+8047)
chr1_59107659_59108182	JUN (-323594), FGGY (-189060)
chr2_151161250_151161998	RND3 (-673957), RBM43 (+100255)
chr9_112413785_112414315	KIAA1958 (-72918), HSDL2 (+34113)
chrX_7099890_7100431	VCX3A (-565043), PUDP (+47997)
chr6_16180722_16181159	GMPR (-57639), MYLIP (+51816)
chr1_103267856_103268514	RNPC3 (-257514), COL11A1 (-159694)
chr17_82679545_82680184	WDR45B (-31330), RAB40B (+18863)
chr13_111999448_111999801	SOX1 (-68022), TEX29 (+678957)
chr18_33356712_33357162	KLHL14 (-583875), ASXL3 (-221640)
chr8_115060627_115061114	TRPS1 (+608130)
chr11_109130775_109131271	C11orf87 (-291097), DDX10 (+465998)
chr2_110859292_110859848	BCL2L11 (-261359), ACOXL (+126997)
chr6_9200830_9201290	SLC35B3 (-765577), OFCC1 (+738259)
chr1_67261849_67262583	IL12RB2 (-45148), IL23R (+95816)
chr13_77094733_77095573	FBXL3 (-68003), MYCBP2 (+231526)
chr7_141490143_141490956	AGK (-60639), TMEM178B (+416318)
chr6_129849721_129850490	ARHGAP18 (-139881), TMEM244 (+11165)
chr16_7624711_7625639	TMEM114 (+964663)
chr2_149152474_149153013	LYPD6 (-177793), LYPD6B (+114277)
chr7_26784112_26784494	SKAP2 (+80440), SNX10 (+492408)
chr3_96657772_96658110	EPHA6 (-156645), MTRNR2L12 (-39705)
chr9_2854633_2854968	PUM3 (-10560), RFX3 (+671182)
chr13_49157397_49158521	MLNR (-62379), FNDC3A (+181350)
chr6_28782897_28783289	ZBED9 (-195758), TRIM27 (+140896)
chr2_142489586_142490084	KYNU (-387663), LRP1B (-358134)
chr3_129868739_129869252	PLXND1 (-262178), TMCC1 (+11470)
chr10_113351809_113352290	HABP2 (-200976), TCF7L2 (+401643)
chr6_12039533_12040053	EDN1 (-250570), HIVEP1 (+27455)
chr7_153129905_153130691	DPP6 (-922382), ACTR3B (+370549)
chrX_101549123_101549420	ARMCX1 (-1259)
chr3_30097143_30097703	TGFBR2 (-509178), RBMS3 (+816077)
chr12_132977002_132977372	ZNF605 (-20881), ZNF26 (-9277)
chr18_60318911_60319602	MC4R (+53518), PMAIP1 (+419309)
chr9_76552826_76553578	GCNT1 (+111536), PRUNE2 (+352885)
chr2_481458_481792	ALKAL2 (-193329), TMEM18 (+195814)
chr5_139053099_139053537	LRRTM2 (-178028), SIL1 (+145080)
chr8_50452110_50452801	SNTG1 (+540783)
chrX_101209789_101210477	DRP2 (-9653), CENPI (+109696)
chr4_33841005_33841497	NONE
chr12_2921677_2922732	TEAD4 (-37209), TULP3 (+31298)
chr18_23668563_23669073	NPC1 (-81920), LAMA3 (-20625)
chr17_2531411_2532456	PAFAH1B1 (-61812), METTL16 (-20048)
chr18_37275252_37276016	CELF4 (+290403), KIAA1328 (+446517)
chr4_139492362_139492872	RAB33B (+38810), SETD7 (+64157)
chr9_72727771_72728379	TMC1 (+206274), ALDH1A1 (+224980)
chr5_33608448_33608870	TARS (+167694), ADAMTS12 (+283533)
chr10_23186747_23187119	PTF1A (-5394), MSRB2 (+91427)
chr5_80002243_80002895	THBS4 (-32779), MTX3 (-11324)
chr11_133285235_133285779	OPCML (-341836), SPATA19 (+559994)
chr7_100943791_100944166	ACHE (-48059), MUC3A (-5576)
chr19_39891656_39892240	PSMC4 (-79057), FBL (-45534)
chr4_111808206_111808618	C4orf32 (-336985)
chr3_107384945_107385445	BBX (-137781)
chr7_70637382_70638133	GALNT17 (-494411)
chr7_149321242_149322119	ZNF783 (+59510), ZNF777 (+139442)
chr11_82216931_82217515	PRCP (+683207)
chr1_162008825_162009266	OLFML2B (+14594), ATF6 (+242752)
chrX_11565913_11566539	ARHGAP6 (+99475), AMELX (+272813)
chr18_12026701_12027351	CIDEA (-227293), IMPA2 (+45598)
chr4_102818695_102819227	MANBA (-57967), UBE2D3 (+49935)
chr15_48798068_48798640	FBN1 (-152505), CEP152 (+12787)
chr15_56397264_56397725	TEX9 (+32068), MNS1 (+67642)
chr15_48297464_48298063	DUT (-33659), SLC12A1 (+91462)
chr1_12763937_12764538	PRAMEF12 (-10603), AADACL3 (+48095)
chr9_10946785_10947386	PTPRD (-913296)
chr1_119762529_119762961	HMGCS2 (+6149), PHGDH (+114334)
chr2_216746116_216746626	IGFBP5 (-50846), TNP1 (+113693)
chr15_69271251_69271913	PAQR5 (-27365), GLCE (+110948)
chr8_78343481_78343911	PKIA (-172443)
chr22_25350546_25350981	GRK3 (-214085), CRYBB2 (+131242)
chrX_120128357_120128849	RHOXF2 (-29958), RHOXF1 (-12666)
chr3_166694700_166695456	BCHE (-857606), ZBBX (+684712)
chr8_71637434_71637827	EYA1 (-275399), MSC (+206837)
chr8_96843281_96843961	CPQ (+198394), TSPYL5 (+434343)
chr11_19279536_19279884	NAV2 (-433887), E2F8 (-38090)
chr7_22178523_22179074	CDCA7L (-232715), RAPGEF5 (+178115)
chr2_49640395_49641114	FSHR (-486218)
chrX_97836102_97836506	RPA4 (+952396)
chr2_199184787_199185754	SATB2 (+272825)
chr7_140836232_140837093	BRAF (+88101), NDUFB2 (+139992)
chr6_148790235_148790929	TAB2 (-530470), UST (+43254)
chr13_90731978_90732417	GPC5 (-666409)
chr19_427109_428032	C2CD4C (-18401), SHC2 (+33425)
chr5_127073354_127074115	C5orf63 (-243)
chr19_48297099_48297759	CCDC114 (+22646), ZNF114 (+27327)
chr7_126524853_126525460	GRM8 (+728137)
chr5_167549611_167550226	TENM2 (-205084)
chr2_183529854_183530411	NUP35 (+405778)
chr2_181430338_181430883	ITGA4 (-26614), UBE2E3 (+450005)
chr10_111650023_111650549	GPAM (+533477), ADRA2A (+573123)
chr4_38449868_38450347	KLF3 (-214088), PTTG2 (+489673)
chr1_91944000_91944525	TGFBR3 (-57984), BRDT (-5108)
chr14_99462560_99463014	BCL11B (-191559), SETD3 (+18092)
chr4_110418765_110419125	ELOVL6 (-220292), ENPEP (-57128)
chr6_130973613_130974260	EPB41L2 (+89385), SMLR1 (+146531)
chr16_79053727_79054332	MAF (+546684), WWOX (+954617)
chr1_198520213_198521075	ATP6V1G3 (+20030), NEK7 (+363681)
chr14_73623554_73623892	DNAL1 (-21276), ACOT6 (+6879)
chr1_170491304_170491643	GORAB (-40655), METTL11B (+345473)
chr15_59762459_59763011	FOXB1 (-241487), BNIP2 (-73201)
chr17_58601840_58602373	SEPT4 (-61289), ENSG00000266826 (+89911)
chr3_115554293_115554711	GAP43 (-69008)
chr3_112418537_112418950	BTLA (+80817), CD200 (+85588)
chr3_6378261_6378631	GRM7 (-482669)
chr13_34127552_34128143	NBEA (-814439), RFC3 (+309799)
chr12_41615239_41615903	PDZRN4 (+427123), GXYLT1 (+529308)
chr15_51415928_51416624	GLDN (+74647), DMXL2 (+206359)
chr4_69078871_69079198	UGT2A3 (-127244), UGT2B7 (-17440)
chr21_29875463_29876059	GRIK1 (+63771), BACH1 (+576345)
chr14_60893743_60894260	SLC38A6 (-87112), MNAT1 (+159240)
chr4_184442093_184442722	ENPP6 (-224447), IRF2 (+32172)
chr12_48556697_48557193	LALBA (+13101), OR8S1 (+31313)
chr12_1048045_1048480	ERC1 (+20516), FBXL14 (+545902)
chrX_13620029_13620615	TCEANC (-39365), EGFL6 (+50700)
chr4_9893018_9893774	DRD5 (+111716), SLC2A9 (+128087)
chr20_41034958_41035856	PLCG1 (-101553), TOP1 (+6589)
chr16_12027033_12027469	SNX29 (+50513), CPPED1 (+776766)
chr10_81943404_81944054	NRG3 (+68415)
chr9_16031577_16031926	PSIP1 (-520733), BNC2 (+838954)
chr6_108884621_108885004	ARMC2 (+36391), SESN1 (+210006)
chr1_198813634_198814100	ATP6V1G3 (-273193)
chr19_40908256_40908772	CYP2B6 (-82785), CYP2A7 (-25762)
chr6_134391649_134392501	SGK1 (-74017), ALDH8A1 (+558047)
chr2_122023229_122023648	TSN (+267906)
chr11_83306330_83306973	CCDC90B (-20245)
chr6_55145004_55145774	GFRAL (-182080), HCRTR2 (+38929)
chr10_116802455_116802925	ENO4 (-46822), PNLIPRP1 (+211721)
chr11_121494340_121494880	SORL1 (+42407), BLID (+621605)
chr21_27948875_27949582	ADAMTS5 (-982716), N6AMT1 (+936142)
chr11_3826578_3827412	RHOG (+13988), PGAP2 (+18534)
chr15_60660986_60661690	RORA (-33875)
chr18_73806056_73806367	NETO1 (-938263), FBXO15 (+341653)
chr7_32863690_32864674	KBTBD2 (+27715), AVL9 (+368693)
chr17_21192830_21193618	TMEM11 (+21400), DHRS7B (+66572)
chr6_118288452_118288905	PLN (-259619), SLC35F1 (+381153)
chr4_14402915_14403761	BOD1L1 (-775615), CPEB2 (-599336)
chr3_102294425_102294882	ZPLD1 (-140361), NFKBIZ (+445140)
chr5_175501788_175502105	HRH2 (-156083), SFXN1 (+23552)
chr6_128316260_128317077	THEMIS (-415596), PTPRK (+203807)
chr18_15001677_15002161	ANKRD30B (+253679)
chr7_78441626_78442216	PHTF2 (+643116)
chr17_10784367_10785079	TMEM220 (-54407), LINC00675 (+19376)
chr1_160877108_160877585	CD244 (-14587), ITLN1 (+7823)
chr14_61552837_61553650	HIF1A (-144378), ENSG00000258989 (+24116)
chr3_183591483_183592113	KLHL24 (-43825), KLHL6 (-36109)
chrX_155769832_155770235	VAMP7 (-111341), SPRY3 (+2222)
chr15_51930878_51931874	LEO1 (+40430), TMOD3 (+101746)
chr4_87734154_87734670	IBSP (-65169), DMP1 (+84105)
chr7_97916298_97916948	ASNS (-44081), OCM2 (+73573)
chr6_53878973_53879789	MLIP (-232067), LRRC1 (+84401)
chr9_37730885_37731328	TRMT10B (-22710), FRMPD1 (+63102)
chr2_104091951_104092405	POU3F3 (-763333)
chr4_147378754_147379162	EDNRA (-101974), POU4F2 (+740065)
chr8_67144061_67144809	CSPP1 (+80067), ARFGEF1 (+199242)
chr19_32719583_32719990	TDRD12 (-286)
chr8_128087377_128087815	MYC (+351527)
chr19_47802590_47803662	TPRX1 (+563)
chr18_74506426_74507182	CNDP1 (-27636), CNDP2 (+10596)
chr5_40496041_40496842	PTGER4 (-183056)
chr5_111214319_111214920	CAMK4 (-9466), WDR36 (+122904)
chr7_141715880_141716571	SSBP1 (-22381), WEE2 (+7873)
chr17_63490330_63490717	KCNH6 (-32879), ENSG00000264813 (+5701)
chr2_48502285_48502919	STON1 (-27584), PPP1R21 (+61805)
chr3_32304095_32304456	CMTM7 (-87395), CMTM8 (+65597)
chr18_50089849_50090126	ACAA2 (-276028), MYO5B (+105105)
chr6_25709881_25710447	HIST1H2AA (+16363), SCGN (+57928)
chr3_109324527_109325982	DPPA2 (-8738), DPPA4 (+12317)
chr1_157640922_157641538	FCRL4 (-43150), FCRL3 (+59508)
chr11_2277693_2278284	ASCL2 (-7037), C11orf21 (+23924)
chr12_94590314_94590881	CEP83 (-130646), TMCC3 (+59964)
chr19_20261422_20261797	ZNF486 (+94336), ZNF737 (+304125)
chr14_46651732_46652110	RPL10L (-100)
chr8_131987165_131987661	OC90 (+71967), EFR3A (+83325)
chr5_8457439_8458183	MTRR (+588707)
chr2_163338315_163338698	KCNH7 (-499889), FIGN (+397500)
chr9_99605107_99605591	NR4A3 (-216506), SEC61B (+383048)
chr9_17295081_17295498	SH3GL2 (-283833), CNTLN (+160308)
chr1_102100795_102101182	OLFM3 (-254016)
chr10_84602180_84603274	CCSER2 (+274138)
chr1_88404697_88405200	PKN2 (-279273)
chr9_122390044_122390549	PTGS1 (+19217), OR1J1 (+87629)
chr2_168180404_168181205	STK39 (+67336), B3GALT1 (+311857)
chr12_34218411_34218964	ALG10 (+196407)
chrX_42090466_42090937	CASK (-167687), PPP1R2P9 (+687545)
chr2_109012249_109013109	SH3RF3 (-116669), EDAR (-23307)
chr2_176250440_176251279	MTX2 (-18559), HOXD1 (+62281)
chr8_78601762_78602205	ZC2HC1A (-64063), PKIA (+85845)
chr2_30320381_30320925	LCLAT1 (-126604), LBH (+89122)
chr1_157971788_157972165	CD5L (-130179), KIRREL1 (-21633)
chr12_58882724_58883130	LRIG3 (+37595), ATP23 (+941350)
chr12_12749419_12749752	DDX47 (-63760), APOLD1 (+23655)
chr1_183259735_183260317	LAMC2 (+73738), NMNAT2 (+158576)
chr9_87393507_87394072	GAS1 (-446601), DAPK1 (-104091)
chr13_74549904_74550383	KLF12 (-555095), TBC1D4 (+931970)
chr2_71511825_71512149	DYSF (+45285), CYP26B1 (+636051)
chr15_23416773_23417363	GOLGA6L2 (+30166), GOLGA8S (+62222)
chr1_167344716_167345237	POU2F1 (+124148), CD247 (+173561)
chr7_40569235_40569802	SUGCT (+434542)
chr13_100659365_100659902	GGACT (-75637), TMTC4 (+15161)
chr1_212189905_212190551	PPP2R5A (-95309), DTL (+154651)
chr6_21965785_21966451	PRL (+331383), SOX4 (+373350)
chr13_56975617_56976113	PRR20C (-178196)
chr8_93879449_93879814	PDP1 (-37315), TMEM67 (+124775)
chr2_239895930_239896506	HDAC4 (-495269), NDUFA10 (+129184)
chr6_786659_787251	FOXQ1 (-525485), EXOC2 (-93844)
chr8_87038480_87038941	CNGB3 (-295036)
chr11_16940508_16941137	PLEKHA7 (+73589), C11orf58 (+202422)
chr12_8722392_8722817	A2ML1 (-99867), RIMKLB (+24683)
chrX_109977790_109978542	ACSL4 (-244774), TMEM164 (-24929)
chr1_174871526_174873176	CACYBP (-127382), GPR52 (+424240)
chr9_2868336_2868697	PUM3 (-24276), RFX3 (+657466)
chr2_101517491_101517981	MAP4K4 (-179967), RFX8 (-43033)
chr8_83504770_83505281	RALYL (-679849)
chr18_29862752_29863161	NONE
chr8_100316553_100317211	RNF19A (-13623), ANKRD46 (+242860)
chr7_141564394_141564840	AGK (+13428), KIAA1147 (+137536)
chr11_70518328_70518828	CTTN (+120037), SHANK2 (+143240)
chr3_138423438_138423947	ESYT3 (-10920), MRAS (+75996)
chr17_7139856_7140529	ASGR2 (-25540), ASGR1 (+39371)
chr7_154765069_154765737	PAXIP1 (+237681), DPP6 (+712723)
chr6_153512039_153512750	OPRM1 (-498106), RGS17 (-468352)
chr3_60886506_60886937	FHIT (+364737)
chr8_79636453_79636894	STMN2 (+25522), HEY1 (+131183)
chr9_113507934_113508473	ZNF618 (-368078), RGS3 (+63473)
chr7_31236410_31237077	NEUROD6 (+104150), ADCYAP1R1 (+184283)
chr11_21784018_21784424	ANO5 (-408955)
chr13_108031988_108032564	FAM155A (-165541), LIG4 (+183259)
chr10_124959373_124959902	ZRANB1 (+17515), CTBP2 (+68252)
chr5_154209553_154209998	SAP30L (-236181), GALNT10 (+19046)
chr22_35752390_35752940	APOL5 (+34793), RBFOX2 (+275760)
chrX_51771815_51772372	MAGED1 (-121545), GSPT2 (+28663)
chrX_21812692_21813119	SMPX (-54743), MBTPS2 (-26730)
chr11_112922056_112923292	PLET1 (-661814), NCAM1 (-38601)
chr13_63598821_63599215	NONE
chr16_61677853_61678434	CDH8 (+358691)
chrX_36462084_36462919	ENSG00000250349 (-886828)
chr7_36406222_36406600	ANLN (+16605), AOAH (+318038)
chr11_123859845_123860493	OR6M1 (-53782), TMEM225 (+25473)
chr8_114386083_114386698	CSMD3 (-949292)
chr1_214078981_214079529	SMYD2 (-201978), PROX1 (+91312)
chr5_155044557_155045000	KIF4B (+31024)
chr21_34835081_34835898	CLIC6 (+166101), RUNX1 (+213854)
chr13_24554818_24555539	ATP12A (-125232), PARP4 (-42369)
chr3_190645484_190646270	IL1RAP (+131775), GMNC (+216738)
chr7_104100660_104101190	RELN (-111409), ORC5 (+107122)
chr4_27890535_27891113	NONE
chr6_20882119_20882448	SOX4 (-710484), CDKAL1 (+347827)
chr3_156515155_156515672	SSR3 (+39735), KCNAB1 (+394866)
chr18_27124064_27124600	AQP4 (-258514), CHST9 (+60985)
chr4_40119029_40119645	RHOH (-77570), N4BP2 (+62511)
chr1_222906365_222906769	DISP1 (-21857), BROX (+194014)
chr15_70615477_70615923	TLE3 (-517524), UACA (+147893)
chr11_10202664_10203219	SBF2 (+91265), SWAP70 (+538865)
chr14_70350112_70350459	SLC8A3 (-161216), COX16 (+9445)
chr12_74820331_74820745	ATXN7L3B (+282711), KCNC2 (+389330)
chr16_80671177_80671752	DYNLRB2 (+130731), CDYL2 (+132864)
chr1_117922671_117923089	GDAP2 (+6750), FAM46C (+316946)
chr11_96279992_96280870	MTMR2 (-356136), MAML2 (+62749)
chr14_65077262_65077681	MAX (+24998), FNTB (+90752)
chr17_73981705_73982419	SDK2 (-337973), RPL38 (-221591)
chrX_24387813_24388227	PDK3 (-77436), ZFX (+238296)
chr10_31073123_31073636	ZEB1 (-245792), ZNF438 (-41443)
chr1_229360493_229361003	CCSAP (-17807), ACTA1 (+73346)
chrX_88982420_88983119	TGIF2LX (-939186), CPXCR1 (+235545)
chr5_2805026_2805378	IRX1 (-790852), C5orf38 (+53054)
chr20_24636019_24636730	CST7 (-312855), SYNDIG1 (+167176)
chr4_113776730_113777069	CAMK2D (-15682), ARSJ (+202801)
chr1_245282317_245282785	KIF26B (+127566)
chr11_13923253_13923915	SPON1 (-39105), FAR1 (+254914)
chr12_101739094_101739650	SYCP3 (+97)
chr12_115339003_115339391	TBX3 (-655607), MED13L (+938141)
chr20_2397722_2398088	TGM6 (+16997), SNRPB (+72948)
chr1_39663472_39664010	HEYL (-23796), NT5C1A (+8297)
chr22_40863978_40864437	DNAJB7 (-2082)
chr18_78229026_78229559	SALL3 (-750982), GALR1 (+978744)
chr7_82471509_82471980	CACNA2D1 (-27947), PCLO (+691185)
chr2_174083954_174084386	SP3 (-118468), OLA1 (+164528)
chr3_72396690_72397297	PROK2 (-611933), RYBP (+49627)
chr8_22943742_22944146	RHOBTB2 (-43473), PEBP4 (-16036)
chr7_119724120_119724797	KCND2 (-549209)
chr8_96481790_96482211	SDC2 (-11350), PTDSS1 (+220286)
chr4_83708439_83708920	GPAT3 (+172766), NKX6-1 (+789770)
chr5_74016522_74016858	ARHGEF28 (+390532), ENC1 (+624734)
chr18_51402653_51403320	DCC (-937185), MEX3C (-205667)
chr12_77229484_77230109	NAV3 (-601492), E2F7 (-164217)
chr22_50555483_50556059	SYCE3 (+7134), KLHDC7B (+7738)
chr2_123907484_123908350	CNTNAP5 (-117370)
chr14_64278633_64279257	ESR2 (+15415), SYNE2 (+425962)
chr20_35189314_35189638	MMP24 (-37178), PROCR (+17403)
chr6_131918394_131919356	CTGF (+32498), ENPP1 (+110859)
chr5_58490199_58490882	GAPT (-894)
chr19_30545810_30546235	ZNF536 (+173611), TSHZ3 (+803524)
chr15_99717377_99717886	LYSMD4 (+15789), MEF2A (+151545)
chr4_17418036_17418355	LDB2 (-519387), QDPR (+94038)
chr12_3732872_3733269	CRACR2A (+20031), PRMT8 (+241835)
chr16_69714751_69715162	NQO1 (+11994), NFAT5 (+148749)
chr4_22778471_22779033	ADGRA3 (-262698)
chr4_48028860_48029314	NIPAL1 (+12313), TXK (+105169)
chr7_87561231_87561726	ABCB4 (-85740), ABCB1 (+39594)
chrX_25178634_25179096	MAGEB18 (-959478), ARX (-162917)
chr3_21599878_21600453	ZNF385D (+151269)
chr3_17539145_17539805	TBC1D5 (+160545), PLCL2 (+654516)
chr11_115455545_115455960	CADM1 (+48812), NXPE2 (+777367)
chr3_34406767_34407316	PDCD6IP (+608471)
chr10_59657609_59658336	FAM13C (-295423), SLC16A9 (+52106)
chr5_7268882_7269879	ADCY2 (-126827), PAPD7 (+554592)
chr17_15109706_15110028	PMP22 (+152722), HS3ST3B1 (+808784)
chr3_18693511_18694312	KCNH8 (-454542), SATB1 (-269339)
chr20_19403629_19404227	RIN2 (-482593), SLC24A3 (+191282)
chr12_32120510_32120861	FGD4 (-413638), BICD1 (+13457)
chr3_9600458_9601377	MTMR14 (-48544), LHFPL4 (-47116)
chr20_6397220_6397620	BMP2 (-370244), FERMT1 (-273876)
chr7_16035869_16036221	MEOX2 (-349233), ISPD (+385277)
chr9_23621881_23622970	ELAVL2 (+203639)
chr9_99744960_99745405	NR4A3 (-76672), SEC61B (+522882)
chr5_146261667_146262125	POU4F3 (-77128), RBM27 (+58296)
chr13_62447636_62448327	NONE
chr18_64054788_64055400	SERPINB8 (+85169)
chr6_95084612_95085170	MANEA (-492652)
chr5_100517135_100517597	FAM174A (-17939)
chr12_109766290_109766784	TRPV4 (+48354), MVK (+191730)
chr2_33712593_33713059	FAM98A (-113464)
chr3_41862985_41863518	ULK4 (+99178), CTNNB1 (+663813)
chr5_120942430_120942912	FTMT (-909284), PRR16 (+478393)
chr14_96682550_96683039	VRK1 (-114509), PAPOLA (+180422)
chr9_91303578_91304103	AUH (+58072), SYK (+502054)
chr7_24877821_24878443	DFNA5 (-120019), OSBPL3 (+102056)
chr10_96491178_96491999	OPALIN (-132287), TLL2 (+22322)
chr13_113244014_113244809	LAMP1 (-52829), CUL4A (+34868)
chr4_55973527_55973973	CEP135 (+24769), AASDH (+413750)
chr8_73822182_73822682	STAU2 (-75495), ENSG00000258677 (+56422)
chr3_99662986_99663532	CMSS1 (-154575), COL8A1 (+24784)
chr3_76353550_76353948	ROBO2 (+447054)
chr2_207838291_207838569	FZD5 (-68867), PLEKHM3 (+187130)
chr3_97106457_97106879	ARL6 (-657860), EPHA6 (+292082)
chr3_23412496_23412988	UBE2E1 (-393161), UBE2E2 (+209449)
chr19_9649361_9649842	ZNF561 (-28203), ZNF562 (+25442)
chr21_35963904_35964253	RUNX1 (-914735), SETD4 (+96182)
chr21_33712278_33712930	ITSN1 (+70146), ATP5O (+203376)
chr11_104122185_104122635	PDGFD (+41697), DDI1 (+85830)
chr11_101900894_101901541	TRPC6 (-317290), CEP126 (-13797)
chr8_54283151_54283516	SOX17 (-174601), MRPL15 (+148124)
chr2_151332901_151333771	NMI (-43279), TNFAIP6 (-24256)
chr9_19807498_19808085	SLC24A2 (-20864), MLLT3 (+814751)
chr14_48586169_48586610	MDGA2 (-911801), RPS29 (+999986)
chr14_29454355_29454695	PRKD1 (+473117), FOXG1 (+689137)
chr9_75460288_75460746	PCSK5 (-430127), OSTF1 (+371974)
chr1_74745415_74745821	LHX8 (-382816), CRYZ (-12210)
chr19_6677892_6678279	TNFSF14 (-7498), C3 (+42596)
chr6_134191769_134192832	SLC2A12 (-139665), SGK1 (+125757)
chr4_8103850_8104438	AFAP1 (-164218), ABLIM2 (+54565)
chr9_70060889_70061243	SMC5 (-197896), MAMDC2 (+17485)
chr4_151429817_151430824	PRSS48 (+153150), GATB (+330702)
chr6_112328762_112329132	LAMA4 (-74232), RFPL4B (-18383)
chr4_112247021_112247604	AP1AR (+15576), TIFA (+38590)
chr2_1430041_1430724	TPO (+16922), PXDN (+314123)
chr1_89239244_89239967	GBP4 (-40674), GBP5 (+31257)
chr1_176303765_176304120	PAPPA2 (-159228), RFWD2 (-96450)
chr8_1008712_1009191	DLGAP2 (-492414), TDRP (-463171)
chr9_23907338_23907715	ELAVL2 (-81462), IZUMO3 (+638149)
chr7_94881085_94881903	PPP1R9A (-26143), PEG10 (+225124)
chr11_135022311_135023068	B3GAT1 (-630337)
chr10_102163941_102164545	ELOVL3 (-62085), NOLC1 (+12067)
chr6_66289576_66290377	EYS (-582763)
chr3_97341033_97341451	ARL6 (-423286), EPHA6 (+526656)
chr21_36914151_36914915	HLCS (+51940), SIM2 (+215399)
chr2_60804448_60805030	REL (-76782), PAPOLG (+48509)
chr7_151328501_151329030	SMARCD3 (-79793), NUB1 (-12945)
chrX_49719992_49720582	PAGE4 (-109016), PAGE1 (-24294)
chr15_71826276_71827023	NR2E3 (+16096), MYO9A (+291431)
chr10_16014536_16014860	PTER (-422286), MINDY3 (-154178)
chr20_14950681_14951238	FLRT3 (-613352)
chr8_73055687_73056137	SBSPON (+37360), TERF1 (+47048)
chr11_2909111_2909616	SLC22A18AS (-5874), PHLDA2 (+20091)
chr15_48149894_48150531	MYEF2 (+28304), SLC24A5 (+29241)
chr20_8443399_8444032	PLCB4 (-864084), PLCB1 (+311451)
chr13_68023948_68024704	PCDH9 (-794508)
chr10_33106706_33107160	ITGB1 (-149039), NRP1 (+229329)
chr13_86792134_86792551	SLITRK6 (-992855), SLITRK5 (-880272)
chr16_63388110_63388941	NONE
chr12_114226059_114226701	RBM19 (-260074), TBX5 (+182062)
chr2_61926857_61927548	B3GNT2 (-268910), COMMD1 (+21556)
chr8_99285777_99286204	VPS13B (+272725), COX6C (+608071)
